genome	cluster_id
48665.5	1
1855352.4	2
2203210.3	3
2710756.3	4
2175864.3	5
1888.43	6
2878388.11	7
408015.13	8
1176198.4	9
2768066.3	10
1355015.12	11
73044.12	12
73044.9	13
2751189.3	14
33900.17	15
2582831.3	16
2692233.3	17
1442032.3	18
2721173.3	19
2726118.3	20
264445.3	21
80860.3	22
2825844.3	23
1577075.3	24
164348.7	25
2686304.3	26
68214.14	27
1214242.5	28
146923.5	29
278992.5	30
2109593.3	31
47716.12	32
100226.137	33
2083284.3	33
2662065.3	34
2305221.3	35
67345.6	36
1932.7	37
1887.6	38
59299.27	39
1751294.3	40
2203204.3	41
665577.7	42
68203.16	43
285570.6	44
1783515.3	45
2838015.3	46
2072505.3	47
116188.4	48
1079985.11	49
1849967.7	50
45398.5	51
2809700.4	52
114686.5	53
33899.19	54
1890.28	55
2135430.3	56
1882757.3	57
249586.4	58
2184053.3	59
2730915.3	60
42881.4	61
1437453.6	62
1885.4	63
1907.4	64
2714844.4	65
1725411.3	66
646637.3	67
67304.8	68
2781734.3	69
2306165.3	70
1915.4	71
2495589.3	72
1214101.3	73
68232.3	74
1827580.3	75
2496836.3	76
1413221.3	77
1969.8	78
2695266.3	79
2801030.3	80
2801029.3	81
1054862.11	82
2609809.3	83
2653200.3	84
2865673.3	85
424188.3	86
40318.3	87
47760.6	88
2797636.3	89
2721243.3	90
2594462.3	90
2721244.3	91
2662397.3	92
2049881.3	93
227882.62	94
1649184.3	95
68202.83	96
2772432.3	97
67263.32	98
2748873.3	99
2840373.3	100
1664033.3	101
2005885.3	102
67294.6	102
2855836.3	103
2750025.3	104
455632.4	105
1306175.6	106
132474.54	107
2692234.3	108
68570.35	109
2866715.3	110
2738410.3	111
553510.3	112
1403539.3	113
2202000.4	114
58346.16	115
2721245.3	115
2293571.4	116
1160718.9	117
285578.12	118
1912.57	119
1920.4	120
47763.39	121
234612.4	122
2607753.3	123
1648182.5	124
1812480.3	125
2801031.3	126
1972846.3	127
66374.6	128
54571.43	129
2099584.3	130
2305220.3	131
58340.34	132
1522758.3	133
36818.16	134
54571.44	135
68209.3	136
319947.4	137
54571.45	138
54571.47	139
54571.46	140
1967.6	141
1616117.3	142
1906.17	143
2203205.3	144
132473.7	145
1854574.8	146
2838850.3	147
2768069.3	148
68270.4	149
2136401.3	150
66871.3	151
67267.5	152
39478.4	153
2684468.3	154
1905.9	155
67294.3	156
54571.11	157
54571.48	158
2094021.4	159
54571.42	160
67367.6	161
362257.4	162
1169025.9	163
591167.6	164
862751.12	165
28894.3	166
202862.4	167
1893.7	168
67296.3	169
193462.5	170
2705439.3	171
2717324.3	172
1333528.4	173
2282738.3	174
2585716.3	175
2898276.3	176
436397.4	177
1690221.3	178
2174846.3	179
2768068.3	180
2676871.3	181
38300.4	182
1950.16	183
316280.3	184
1077946.3	185
1977088.4	186
1616117.8	187
1535768.3	188
35621.24	189
1223523.8	190
51201.9	191
66425.3	192
173860.4	193
284034.3	194
1940.3	195
1901.15	196
83656.11	197
2599401.3	198
1218177.5	199
53451.4	200
2742136.3	201
1888.11	202
2797167.3	203
1984801.3	204
83656.9	205
2684469.3	206
1038929.12	207
403935.6	208
2742130.3	209
371608.7	210
476552.4	211
92644.3	212
1226757.9	213
68175.4	214
2750011.3	215
2742137.3	216
