genome	cluster_id
53451.4	1
2692235.3	2
206662.6	2
42239.3	2
1886.8	2
1886.95	2
1886.94	2
1888.8	2
1886.154	2
67381.3	2
1886.152	2
1886.153	2
1888.61	2
1886.76	2
457425.27	2
1223307.4	2
1218177.5	2
1218177.7	2
1888.63	3
67381.5	3
1535304.3	3
1476754.3	3
1886.66	4
188770.6	5
188770.3	5
1901.15	6
1901.26	6
1901.33	6
1901.23	6
1901.28	6
1901.29	6
1901.9	6
1901.24	6
1901.32	6
1901.25	6
1901.27	6
1901.31	6
443255.68	6
1901.22	6
1837283.3	7
2506427.3	8
1914992.12	8
68179.3	8
1649184.3	8
67258.28	8
67258.4	8
67258.29	8
67258.32	8
67258.5	8
1303692.3	9
68202.59	9
1919.18	9
2801033.3	9
1919.19	9
68202.83	9
67263.32	10
2772433.3	11
2772432.3	11
2748873.3	12
67351.13	12
67351.14	12
67351.12	12
2759525.3	12
67351.11	12
1935.7	12
455632.4	13
1892.26	14
1892.7	14
1892.31	14
2750025.3	14
2855836.3	15
2840373.3	16
2005885.3	17
1664033.3	18
67294.6	19
1661694.4	19
2594459.3	20
2594457.3	20
2594463.3	20
2594453.3	20
2594456.3	20
2594461.3	20
2594462.3	20
2594455.3	20
2594460.3	20
2594458.3	20
2594454.3	20
2721243.3	21
2721246.3	21
68203.13	22
68203.14	22
68203.12	22
68203.16	22
68203.11	22
68203.15	22
68203.6	22
2742133.3	22
1916.18	23
1916.15	23
1916.16	23
457428.16	23
1902.45	23
100226.137	23
1902.64	23
1881022.3	23
1561022.5	24
2305221.3	25
2742134.3	25
2605730.3	25
2831149.3	25
2662065.3	26
2083284.3	27
47716.12	28
68249.6	28
1821625.3	28
2588707.3	29
2563602.3	29
2109593.3	29
146923.5	30
278992.5	31
2751189.3	32
33900.15	33
33900.17	33
33900.7	33
2153485.3	33
146922.15	33
1928.32	33
2582831.3	34
2692233.3	35
1932.7	36
2211357.3	37
1751294.3	38
68232.4	38
1887.6	39
59299.27	40
67345.6	41
2203204.3	42
285570.6	43
665577.7	44
1355015.12	45
1849967.7	46
73044.12	47
73044.9	48
42684.11	49
1214242.5	49
68214.14	50
164348.7	51
2686304.3	52
1577075.3	53
2779671.3	53
1926.3	53
2726118.3	54
264445.3	55
2825844.3	56
80860.3	57
2721173.3	58
1442032.3	59
2721244.3	60
2662397.3	61
2049881.3	62
227882.62	63
2809700.4	64
47760.6	65
2797636.3	66
1915.4	67
1915.7	67
1915.8	67
45398.5	68
45398.9	68
1437453.6	69
477245.3	69
2768067.3	70
1969.8	70
1969.6	70
1413221.3	71
2496836.3	72
1783515.3	73
2838015.3	74
2072505.3	75
116188.4	76
1079985.11	77
2135430.3	78
1882757.3	79
249586.4	80
1890.28	81
114686.5	82
33899.19	83
1725411.3	84
646637.3	85
2495589.3	86
67304.8	87
2781734.3	88
2306165.3	89
2184053.3	90
2730915.3	91
42881.4	92
1885.4	93
1907.4	94
2714844.4	95
1827580.3	96
1214101.3	97
68232.3	98
2695266.3	99
1054862.11	100
2609808.3	101
2609809.3	101
2609807.3	101
2801030.3	102
2801029.3	103
2653200.3	104
2865673.3	105
424188.3	106
2768066.3	107
40318.3	108
40318.15	108
1176198.4	109
285558.3	109
285558.4	109
408015.13	110
2782004.3	110
2878388.11	111
1109743.5	111
2059884.3	112
2203210.3	113
444103.5	113
48665.5	114
1855352.4	115
1888.64	116
1888.43	116
2710756.3	117
2175864.3	118
75293.3	119
1929477.3	119
92644.3	119
92644.9	119
1343740.29	120
