genome	cluster_id
2876653.10	1
536018.3	2
2744522.3	3
2744523.3	3
1884373.3	4
1736469.3	5
1736557.3	5
1295366.5	6
2584466.3	7
381.24	8
381.40	8
381.39	8
381.25	8
381.29	8
381.38	8
381.34	8
381.12	8
381.6	8
1287281.3	8
2654248.3	9
381.35	10
2493668.3	11
666020.3	12
2493677.3	13
682633.10	14
2865839.3	15
2493675.3	16
1082933.13	17
2876640.10	18
2876639.10	18
2876641.10	18
2876644.10	18
2876638.10	18
2233532.3	19
2493671.3	20
2493670.3	20
2493674.3	20
1209954.3	21
2876637.10	22
2876661.10	23
2777475.3	24
69974.4	25
1505946.3	26
422277.3	27
2493676.3	27
2493672.3	28
2493673.3	29
2493669.3	30
2876643.10	31
2876664.10	31
2876663.10	31
2876625.10	31
2876646.10	31
2876667.10	31
2876634.10	31
2876648.10	31
381.15	32
381.16	32
2876645.10	33
2876650.10	33
2876635.10	33
2876623.10	33
2876636.10	33
2876630.10	33
2876660.10	33
2876632.10	33
2876626.10	34
2876627.10	35
2926017.3	36
2865838.3	37
1300272.3	38
1300294.3	39
2493678.3	40
381.111	41
39645.57	42
765698.19	42
2876621.10	42
2876651.10	42
2876631.10	43
2493681.3	44
2876669.10	45
381.19	45
2876665.10	45
593909.4	45
1777867.5	46
935546.5	46
935546.3	46
266835.9	47
2066070.7	47
2066070.8	47
2066070.6	47
2483402.3	48
2744517.3	48
2483403.3	48
381.70	49
2744515.3	49
2865837.3	50
28104.15	51
2483404.3	52
2483404.4	52
935548.3	53
1040982.3	54
2294114.3	55
2654249.3	56
2876629.10	57
2108445.3	58
460060.3	59
2082387.3	60
1736477.3	61
1736555.3	62
