genome	cluster_id
858423.18	1
1325090.8	2
1855319.3	3
1325112.3	4
1325095.3	5
2911011.5	6
83627.3	7
858423.19	8
2876780.6	9
1355477.98	10
1038867.3	11
2782624.3	12
255045.56	13
2782633.3	14
2782611.3	15
754500.3	16
2782666.3	17
2926009.3	18
335659.3	19
244734.9	20
1355477.144	21
29448.119	22
375.229	22
241591.3	23
546899.3	24
1803665.3	25
1399419.3	26
2782664.3	27
1325115.7	28
375.252	29
1404768.8	30
1404367.6	31
709803.3	32
2035447.3	33
2171498.4	34
574934.3	35
1300039.6	36
1390131.5	37
167468.3	38
1325102.3	39
1325107.4	40
2782634.3	41
993502.5	42
1404888.3	43
2057741.8	44
1197460.4	45
29448.154	46
2817704.3	47
2913970.3	48
630921.8	49
1325120.3	50
1437360.5	51
1904807.3	52
2715960.3	53
1619232.5	54
83637.3	55
1325100.3	56
1521768.3	57
2904800.6	58
288000.8	59
2734909.5	60
114615.4	61
115808.6	62
2898149.3	63
1245469.3	64
189873.4	65
1274631.4	66
2782658.3	67
858422.3	68
190148.11	69
722472.8	70
1437360.9	71
722472.4	72
722472.6	73
2840472.3	74
1437360.11	75
113395.3	76
1437360.8	77
255045.4	78
