genome	cluster_id
1408.269	1
2683680.3	2
561879.115	3
561879.237	3
756828.3	3
1408.101	4
1178537.6	5
1408.472	6
1408.522	6
2842458.3	7
561879.306	7
1408.91	8
293387.78	8
293389.28	8
561879.50	9
561879.228	9
293387.279	10
293387.161	10
1408.523	11
293387.283	12
1408.293	12
293387.68	12
1408.111	13
1408.517	14
293387.291	15
293387.169	15
293387.282	15
1408.132	15
561879.307	16
561879.11	16
561879.67	16
561879.17	16
561879.19	16
1408.568	17
1408.258	18
1408.135	19
315750.8	20
1408.260	20
1408.193	20
1408.387	20
1178540.18	21
135461.226	22
1452.98	23
720555.4	23
1452.35	23
260554.78	24
72361.11	25
1423.767	26
96241.6	26
483913.181	27
1423.1323	28
72361.9	29
483913.182	30
1052585.4	31
1390.794	32
492670.1535	33
659243.26	34
1648923.4	35
1402.297	36
1664069.10	37
119858.6	38
1423.444	39
227866.22	40
2762329.3	41
1423.2296	42
2809036.3	42
1423.433	43
2487276.10	44
2715209.8	45
1648923.279	46
1390.281	47
1239783.5	48
1423.2219	49
1423.414	49
2026193.15	50
1396.3701	51
2846779.3	52
1405.238	53
1405.248	54
1428.335	55
1392.1046	56
2026186.7	56
2499213.3	57
2026188.66	57
2026189.16	58
1396.3186	59
1890302.189	60
2026191.6	61
1428.1490	62
1428.1397	63
580165.50	64
1396.149	65
64104.126	66
2760090.3	67
2884832.3	68
2884833.3	69
2589818.4	70
2682541.3	71
1476724.4	72
2884834.3	73
2709784.3	74
1510468.4	75
1581038.3	76
2666127.3	77
486398.3	78
1565991.4	79
98228.3	80
1441095.3	81
1471.38	82
352858.3	83
2728853.3	84
1742359.7	85
1479.5	86
1547283.3	87
1705566.3	88
1827146.3	89
1679167.3	90
1783501.3	91
2011012.3	92
2014076.3	93
1455.14	94
2748178.3	95
1983719.3	96
1367477.3	97
2587848.3	98
2672567.5	99
